filePath,country,breedName,health,finalSkill,veterancy,healthRegen,staminaRegen,speed,inventory,tankSkill,vehicleSkill,cannonSkill,tankGunSkill,pistolSkill,smgSkill,mgunSkill,rifleSkill,rocketLskill,melee,commandPower,score,captureWeight
./set/breed/mp\eng\elite5.set,eng,eng_elite_carbine,250,vet_2,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1', '""mine antitank"" 1', '""sandbag_kit"" 1']",0.9,1,1,n/a,3,3,3,4,3,4,0.5,0.5,0.5
./set/breed/mp\eng\elite6.set,eng,eng_elite_brenGunner,250,vet_2,1,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""sandbag_kit"" 1']",0.9,1,1,n/a,3,3,4,3,3,4,0.5,0.5,0.5
./set/breed/mp\eng\elite_2ic.set,eng,eng_commando_sl,350,vet_7,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 128', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 1']",0.9,1,1,n/a,7,7,7,7,7,7,1.75,1.75,1.75
./set/breed/mp\eng\elite_40.set,eng,eng_commando_silenceSmg,350,vet_4,elite,100,100,0.9,"['""sten_v_silencer"" filled', '""ammo sten_mag"" 128', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0 1', '""smoke grenade"" 1', '""mine antitank"" 1']",0.9,1,1,n/a,6,6,6,6,6,6,1,1,1
./set/breed/mp\eng\elite_cpl.set,eng,eng_commando_cplSmg,350,vet_7,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 128', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 1', '""mine antitank"" 1']",0.9,1,1,n/a,7,7,7,7,7,7,1.75,1.75,1.75
./set/breed/mp\eng\flamer.set,eng,eng_flamer,150,flamer,n/a,100,100,0.9,"['""flame_thrower""', '""balloon"" filled', '""bandage"" 3']",0.8,1,1,n/a,2,3,2,2,1,3,1,1,1
./set/breed/mp\eng\flamer2.set,eng,eng_flamerAssist,150,flamer,1,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.8,1,1,n/a,2,3,2,2,1,3,1,1,1
./set/breed/mp\eng\light_mortar.set,eng,eng_light_mortar,150,vet_3,1,100,100,0.9,"['""mortar_mkvii"" filled', '""ammo mortar50 eng fg"" 6', '""ammo mortar50 eng sm"" 8', '""ammo mortar50 eng wp"" 2', '""bandage"" 3']",0.8,1,1,n/a,2,2,2,5,1,4,0.75,0.75,0.75
./set/breed/mp\eng\mgun.set,eng,eng_mgun,150,vet_3,1,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 3', '""sandbag_kit"" 1']",0.8,1,1,n/a,2,2,4,2,1,4,0.75,0.75,0.75
./set/breed/mp\eng\mgun2.set,eng,eng_mg_canada,150,vet_3,1,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 3', '""sandbag_kit"" 1']",0.8,1,1,n/a,2,2,3,2,1,3,0.75,0.75,0.75
./set/breed/mp\eng\mgun2_asst.set,eng,eng_mgAssist_canada,150,vet_3,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 168', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1,1,n/a,2,2,3,3,1,3,0.75,0.75,0.75
./set/breed/mp\eng\mgun_asst.set,eng,eng_mgun_asst,150,vet_3,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 168', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1,1,n/a,2,2,4,4,1,4,0.75,0.75,0.75
./set/breed/mp\eng\mgun_scot.set,eng,eng_mgun_scot,150,vet_5,1,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 3', '""sandbag_kit"" 1']",0.8,1,1,n/a,3,3,5,3,2,5,1.25,1.25,1.25
./set/breed/mp\eng\mgun_scot_asst.set,eng,eng_mgunAssist_scot,150,vet_5,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 168', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1,1,n/a,3,3,5,5,2,5,1.25,1.25,1.25
./set/breed/mp\eng\oficer.set,eng,eng_officer,250,oficer,n/a,100,100,1,"['""webley"" filled', '""ammo webley_clip"" 36', '""smoke_paradrop_ammo_heavy grenade"" 2', '""knife_union""', '""binocular""', '""bandage"" 5']",1,1,1,n/a,5,5,4,4,3,4,-10,20,10
./set/breed/mp\eng\para.set,eng,eng_paratrooper_smg,400,vet_6,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at""', '""n77_smoke grenade"" 0.25 1']",1,1,1,n/a,6,6,6,6,6,6,1.5,1.5,1.5
./set/breed/mp\eng\para2.set,eng,eng_paratrooper_brenGunner,400,vet_6,elite,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.25 1', '""dynamite"" 1']",1,1,1,n/a,6,6,6,6,6,6,1.5,1.5,1.5
./set/breed/mp\eng\para4.set,eng,eng_paratrooper_carbine,400,vet_6,elite,100,100,0.9,"['""em3_vet"" filled', '""ammo british303_clip"" 100', '""ammo bren_mag"" 112', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.25 1', '""smoke grenade"" 1']",1,1,1,n/a,6,6,6,6,6,6,1.5,1.5,1.5
./set/breed/mp\eng\para_2ic.set,eng,eng_paratrooper_SecondinCommand,400,vet_7,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at""', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",1,1,1,n/a,7,7,7,7,7,7,1.75,1.75,1.75
./set/breed/mp\eng\para_cpl.set,eng,eng_paratrooper_cplSmg,400,vet_7,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at""', '""smoke grenade"" 2', '""n77_smoke grenade"" 0.25 1']",1,1,1,n/a,7,7,7,7,7,7,1.75,1.75,1.75
./set/breed/mp\eng\para_mortar.set,eng,eng_paratrooper_lightMortar,400,vet_6,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at""', '""mortar_mkvii"" filling ""ammo mortar50 eng sm"" 1', '""ammo mortar50 eng sm"" 8']",1,1,1,n/a,6,6,6,6,6,6,1.5,1.5,1.5
./set/breed/mp\eng\pioneer_at.set,eng,eng_pioneer_at,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""weapon piatrocket"" filled', '""grenade n73at"" 1', '""ammo piatrocket"" 7']",0.8,1,1,n/a,2,2,2,4,4,4,1,1,1
./set/breed/mp\eng\pioneer_flamer.set,eng,eng_pioneer_flamer,150,vet_4,1,100,100,0.9,"['""flame_thrower""', '""balloon"" filled', '""bandage"" 3', '""grenade mk1"" 2']",0.8,1,1,n/a,2,2,2,4,2,4,1,1,1
./set/breed/mp\eng\pioneer_mg.set,eng,eng_pioneer_mg,150,vet_4,1,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 3', '""grenade mk1"" 2', '""sandbag_kit"" 2']",0.8,1,1,n/a,2,2,4,3,2,4,1,1,1
./set/breed/mp\eng\pioneer_rifle1.set,eng,eng_pioneer_ap_miner,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""mine antipersonnel"" 31', '""trench_spade"" 1']",0.8,1,1,n/a,2,2,2,4,2,4,1,1,1
./set/breed/mp\eng\pioneer_rifle2.set,eng,eng_pioneer_at_miner,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""mine antitank"" 8']",0.8,1,1,n/a,2,2,2,4,2,4,1,1,1
./set/breed/mp\eng\pioneer_rifle3.set,eng,eng_pioneer_1trench,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""grenade satchel"" 2', '""mine antitank"" 2', '""sandbag_kit"" 2', '""trench_spade"" 1']",0.8,1,1,n/a,2,2,2,4,2,4,1,1,1
./set/breed/mp\eng\pioneer_rifle4.set,eng,eng_pioneer_mineDisposal,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""mine antipersonnel"" 7', '""mine_detector"" 1', '""hedgehog_kit"" 1', '""sandbag_kit"" 4']",0.8,1,1,n/a,2,2,2,4,2,4,1,1,1
./set/breed/mp\eng\pioneer_rifle5.set,eng,eng_pioneer_3trench,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""mine antipersonnel"" 7', '""trench_spade"" 3', '""sandbag_kit"" 2']",0.8,1,1,n/a,2,2,2,4,2,4,1,1,1
./set/breed/mp\eng\pioneer_sl.set,eng,eng_pioneer_sl,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""grenade smoke"" 2', '""n77_smoke grenade"" 1', '""grenade n73at"" 1', '""sandbag_kit"" 2']",0.8,1,1,n/a,3,3,3,4,3,4,1,1,1
./set/breed/mp\eng\rifle.set,eng,eng_rifleman_smoke,150,vet_3,n/a,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 60', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1""', '""sandbag_kit""', '""grenade n73at""', '""n77_smoke grenade"" 0 1']",0.8,1,1,n/a,2,2,2,4,1,4,0.75,0.75,0.75
./set/breed/mp\eng\rifle2.set,eng,eng_rifleman,150,vet_2,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1,1,n/a,2,2,2,4,1,4,0.5,0.5,0.5
./set/breed/mp\eng\rifle3.set,eng,eng_rifleman_canada,150,vet_2,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1,1,n/a,2,2,2,3,1,3,0.5,0.5,0.5
./set/breed/mp\eng\rifle_at.set,eng,eng_rifle_piat,150,vet_3,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1"" 1', '""grenade n73at"" 1', '""weapon piatrocket"" 0.2 1 filled', '""ammo piatrocket"" 5']",0.8,1,1,n/a,2,2,2,4,4,4,0.75,0.75,0.75
./set/breed/mp\eng\rifle_grenadier.set,eng,eng_rifle_grenadier,150,vet_3,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""em3_mark1"" filled', '""ammo rifle_grenade"" 6 1', '""ammo bren_mag"" 56', '""bandage"" 3', '""sandbag_kit"" 1']",0.8,1,1,n/a,2,2,2,4,1,4,0.75,0.75,0.75
./set/breed/mp\eng\rifle_scot.set,eng,eng_rifle_scot,150,vet_5,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1,1,n/a,3,3,3,5,2,5,1.25,1.25,1.25
./set/breed/mp\eng\saper.set,eng,eng_saper,150,saper,1,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""mine_detector""', '""dynamite"" 2', '""trench_spade""']",0.8,1,1,n/a,2,3,2,2,1,3,1,1,1
./set/breed/mp\eng\smg.set,eng,eng_smg_wp,150,vet_3,1,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 0 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 0 1']",0.8,1,1,n/a,2,4,2,2,1,3,0.75,0.75,0.75
./set/breed/mp\eng\smg2.set,eng,eng_smg,150,vet_2,1,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.8,1,1,n/a,2,4,2,2,1,3,0.5,0.5,0.5
./set/breed/mp\eng\smg3.set,eng,eng_smg_canada,150,vet_2,1,100,100,0.9,"['""m50reising"" filled', '""ammo m50reising_mag"" 100', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.8,1,1,n/a,2,3,2,2,1,3,0.5,0.5,0.5
./set/breed/mp\eng\sniper.set,eng,eng_sniper,350,sniper,n/a,100,100,1,"['""ammo british303_clip"" 100', '""bandage"" 5', '""plant"" 3', '""em2_vet"" filling ""british303_clip ammo"" 10']",1,1,1,n/a,3,3,3,6,2,4,5,8,2
./set/breed/mp\eng\squadleader.set,eng,eng_squadleader,200,vet_4,1,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 0.25 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.8,1,1,n/a,4,5,3,4,2,5,1,1,1
./set/breed/mp\eng\squadleader2.set,eng,eng_squadleader2,200,vet_3,1,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 0.25 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.8,1,1,n/a,4,5,3,4,2,5,0.75,0.75,0.75
./set/breed/mp\eng\squadleader_asst.set,eng,eng_squadleader_asst,200,vet_5,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 1']",0.8,1,1,n/a,4,4,3,5,2,5,1.25,1.25,1.25
./set/breed/mp\eng\squadleader_can.set,eng,eng_squadleader_can,200,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.8,1,1,n/a,3,4,2,3,2,4,1,1,1
./set/breed/mp\eng\squadleader_scot.set,eng,eng_squadleader_scot,200,vet_5,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.8,1,1,n/a,5,5,4,5,4,5,1.25,1.25,1.25
./set/breed/mp\eng\sturmovik.set,eng,eng_sas_smg,400,vet_5,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 0.5 1']",1,1,1,n/a,7,7,7,7,7,7,1.25,1.25,1.25
./set/breed/mp\eng\sturmovik2.set,eng,eng_sas_brenGunner,400,vet_5,elite,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.5 1', '""dynamite"" 1']",1,1,1,n/a,7,7,7,7,7,7,1.25,1.25,1.25
./set/breed/mp\eng\sturmovik3.set,eng,eng_sas_branGunnerAssist,400,vet_5,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""n77_smoke grenade"" 0.5 1', '""weapon piatrocket"" filled', '""ammo piatrocket"" 5']",1,1,1,n/a,7,7,7,7,7,7,1.25,1.25,1.25
./set/breed/mp\eng\sturmovik4.set,eng,eng_sas_at_rifle,400,vet_5,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 3', '""grenade mk1"" 2', '""n77_smoke grenade"" 0.5 1', '""ammo ptr"" 15', '""boyes"" filled']",1,1,1,n/a,7,7,7,7,7,7,1.25,1.25,1.25
./set/breed/mp\eng\sturmovik4b.set,eng,eng_sas_rifle1,400,vet_5,elite,100,100,0.9,"['""em3_vet"" filled', '""ammo british303_clip"" 100', '""ammo bren_mag"" 56', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.5 1', '""dynamite"" 1']",1,1,1,n/a,7,7,7,7,7,7,1.25,1.25,1.25
./set/breed/mp\eng\sturmovik4c.set,eng,eng_sas_rifle2,400,vet_7,elite,100,100,0.9,"['""em3_vet"" filled', '""ammo british303_clip"" 100', '""ammo bren_mag"" 56', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 0.5 1']",1,1,1,n/a,7,7,7,7,7,7,1.75,1.75,1.75
./set/breed/mp\eng\sturmovik5.set,eng,eng_sas_piat,400,vet_5,elite,100,100,0.9,"['""weapon piatrocket"" filled', '""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.5 1', '""ammo piatrocket"" 5']",1,1,1,n/a,7,7,7,7,7,7,1.25,1.25,1.25
./set/breed/mp\eng\sturmovik5b.set,eng,eng_sas_piatAssist,400,vet_5,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.5 1', '""smoke grenade"" 1', '""ammo piatrocket"" 3']",1,1,1,n/a,7,7,7,7,7,7,1.25,1.25,1.25
./set/breed/mp\eng\sturmovik6.set,eng,eng_sas_brenGunner2,400,vet_5,elite,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""smoke grenade"" 2', '""n77_smoke grenade"" 0.5 1', '""dynamite"" 1']",1,1,1,n/a,7,7,7,7,7,7,1.25,1.25,1.25
./set/breed/mp\eng\sturmovik6b.set,eng,eng_sas_brenGunnerAssist2,400,vet_5,elite,100,100,0.9,"['""em3_vet"" filled', '""ammo british303_clip"" 100', '""ammo bren_mag"" 168', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 0.5 1', '""sandbag_kit"" 1']",1,1,1,n/a,7,7,7,7,7,7,1.25,1.25,1.25
./set/breed/mp\eng\sturmovik_2ic.set,eng,eng_sas_2ic,400,vet_7,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",1,1,1,n/a,7,7,7,7,7,7,1.75,1.75,1.75
./set/breed/mp\eng\sturmovik_cpl.set,eng,eng_sas_cpl,400,vet_7,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",1,1,1,n/a,7,7,7,7,7,7,1.75,1.75,1.75
./set/breed/mp\eng\tankman2.set,eng,eng_tankCommander,150,tankman2,n/a,100,100,0.8,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3']",1,1,0.8,4,3,3,3,2,1,3,0.5,2.2,0.5
./set/breed/mp\eng\tankman.set,eng,eng_tankman,100,tankman,n/a,100,100,0.8,"['""webley"" filled', '""ammo webley_clip"" 36', '""bandage"" 3']",1,1,0.8,2,3,3,2,2,1,3,0.25,1.2,0.25
./set/breed/mp\eng\vehicle_supporter.set,eng,eng_support,150,vehicle_supporter,tankcrew,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 1', '""smoke grenade"" 1']",1,1,1,4,3,2,4,2,1,4,0.5,2,0.25
./set/breed/mp\eng\vet_tankman2.set,eng,eng_vetTankcommander,150,tankman2,n/a,100,100,0.8,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3']",1.2,1.2,1.1,7,3,3,4,2,1,3,0.5,2.2,0.5
./set/breed/mp\ger\ap_miner.set,ger,ger_ap_miner,150,ap_miner,n/a,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""mine s_mine"" 29', '""barbwire_kit""', '""hohlladung grenade""', '""bandage"" 5']",0.75,1,0.8,n/a,4,4,2,3,2,4,1,1,1
./set/breed/mp\ger\at_miner.set,ger,ger_at_miner,150,at_miner,n/a,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""mine antitank"" 7', '""hedgehog_kit""', '""hohlladung grenade""', '""bandage"" 5']",0.75,1,0.8,n/a,4,4,2,3,2,4,1,1,1
./set/breed/mp\ger\at_rifle.set,ger,ger_at_rifle,150,at_rifle,1,100,100,0.9,"['""pzb39"" filled', '""bandage"" 3', '""hohlladung grenade""', '""ammo ptr"" 35']",0.75,1,0.8,n/a,4,4,1,5,2,4,1,1.5,1
./set/breed/mp\ger\at_rifle2.set,ger,ger_at_rifleAssist,150,at_rifle,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""hohlladung grenade""', '""smoke grenade"" 1', '""ammo ptr"" 10']",0.75,1,0.8,n/a,4,4,2,5,2,4,1,1.5,1
./set/breed/mp\ger\bazooker.set,ger,ger_panzerschreck,150,bazooker,1,100,100,0.9,"['""weapon panzershreck"" filled', '""bandage"" 3', '""hohlladung grenade""', '""ammo panzershreck"" 7', '""valter"" filled', '""ammo walther_mag"" 16']",0.75,1,0.8,n/a,4,3,2,4,5,4,1,1.5,1
./set/breed/mp\ger\bazooker2.set,ger,ger_panzerschreckAssist,150,bazooker,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""hohlladung grenade""', '""smoke grenade"" 1', '""ammo panzershreck"" 3']",0.75,1,0.8,n/a,4,3,2,4,5,4,1,1.5,1
./set/breed/mp\ger\bazooker3.set,ger,ger_panzerfaust,150,bazooker,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""hohlladung grenade""', '""smoke grenade"" 1', '""panzerfaust_60 weapon"" filled', '""panzerfaust_60 weapon"" filled']",0.75,1,0.8,n/a,4,3,2,4,5,4,1,1.5,1
