filePath,country,breedName,health,finalSkill,veterancy,healthRegen,staminaRegen,speed,inventory,tankSkill,vehicleSkill,cannonSkill,tankGunSkill,pistolSkill,smgSkill,mgunSkill,rifleSkill,rocketLskill,melee,commandPower,score,captureWeight
./resource/gamelogic/set/breed/mp\eng\mgun.set,eng,mgun,150,vet_3,1,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 3', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,2,2,4,2,1,4,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\eng\mgun2.set,eng,mgun2,150,vet_3,1,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 3', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,2,2,3,2,1,3,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\eng\mgun2_asst.set,eng,mgun2_asst,150,vet_3,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 168', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,2,2,3,3,1,3,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\eng\mgun_40.set,eng,mgun_40,150,vet_3,1,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 3', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,2,2,3,2,1,3,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\eng\mgun_asst.set,eng,mgun_asst,150,vet_3,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 168', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,2,2,4,4,1,4,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\eng\mgun_scot.set,eng,mgun_scot,150,vet_5,1,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 3', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,3,3,5,3,2,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\eng\mgun_scot_asst.set,eng,mgun_scot_asst,150,vet_5,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 168', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,3,3,5,5,2,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\eng\oficer.set,eng,oficer,250,oficer,n/a,100,100,1,"['""webley"" filled', '""ammo webley_clip"" 36', '""smoke_paradrop_ammo_heavy grenade"" 2', '""knife_union""', '""binocular""', '""bandage"" 5']",1,1,1,n/a,5,5,4,4,3,4,-10.0,20.00,10.0
./resource/gamelogic/set/breed/mp\eng\para.set,eng,para,400,vet_6,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at""', '""n77_smoke grenade"" 0.25 1']",1.0,1.0,1.0,n/a,6,6,6,6,6,6,1.50,1.50,1.50
./resource/gamelogic/set/breed/mp\eng\para2.set,eng,para2,400,vet_6,elite,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.25 1', '""dynamite"" 1']",1.0,1.0,1.0,n/a,6,6,6,6,6,6,1.50,1.50,1.50
./resource/gamelogic/set/breed/mp\eng\para2_asst.set,eng,para2_asst,400,vet_6,elite,100,100,0.9,"['""em3_vet"" filled', '""ammo british303_clip"" 100', '""ammo bren_mag"" 168', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.25 1', '""smoke grenade"" 2']",1.0,1.0,1.0,n/a,6,6,6,6,6,6,1.50,1.50,1.50
./resource/gamelogic/set/breed/mp\eng\para3.set,eng,para3,400,vet_6,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""weapon piatrocket"" filled', '""ammo piatrocket"" 5']",1.0,1.0,1.0,n/a,6,6,6,6,6,6,1.50,1.50,1.50
./resource/gamelogic/set/breed/mp\eng\para4.set,eng,para4,400,vet_6,elite,100,100,0.9,"['""em3_vet"" filled', '""ammo british303_clip"" 100', '""ammo bren_mag"" 112', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.25 1', '""smoke grenade"" 1']",1.0,1.0,1.0,n/a,6,6,6,6,6,6,1.50,1.50,1.50
./resource/gamelogic/set/breed/mp\eng\para5.set,eng,para5,400,n/a,elite,100,100,0.9,"['""em2"" filled', '""ammo british303_clip"" 100', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.25 1', '""smoke grenade"" 2']",1.0,1.0,1.0,n/a,6,6,6,6,6,6,n/a,n/a,n/a
./resource/gamelogic/set/breed/mp\eng\para_2ic.set,eng,para_2ic,400,vet_7,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at""', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",1.0,1.0,1.0,n/a,7,7,7,7,7,7,1.75,1.75,1.75
./resource/gamelogic/set/breed/mp\eng\para_cpl.set,eng,para_cpl,400,vet_7,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at""', '""smoke grenade"" 2', '""n77_smoke grenade"" 0.25 1']",1.0,1.0,1.0,n/a,7,7,7,7,7,7,1.75,1.75,1.75
./resource/gamelogic/set/breed/mp\eng\para_mortar.set,eng,para_mortar,400,vet_6,elite,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at""', '""mortar_mkvii"" filling ""ammo mortar50 eng sm"" 1', '""ammo mortar50 eng sm"" 8']",1.0,1.0,1.0,n/a,6,6,6,6,6,6,1.50,1.50,1.50
./resource/gamelogic/set/breed/mp\eng\pioneer_at.set,eng,pioneer_at,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""weapon piatrocket"" filled', '""grenade n73at"" 1', '""ammo piatrocket"" 7']",0.8,1.0,1.0,n/a,2,2,2,4,4,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\eng\pioneer_flamer.set,eng,pioneer_flamer,150,vet_4,1,100,100,0.9,"['""flame_thrower""', '""balloon"" filled', '""bandage"" 3', '""grenade mk1"" 2']",0.8,1.0,1.0,n/a,2,2,2,4,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\eng\pioneer_mg.set,eng,pioneer_mg,150,vet_4,1,100,100,0.9,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 3', '""grenade mk1"" 2', '""sandbag_kit"" 2']",0.8,1.0,1.0,n/a,2,2,4,3,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\eng\pioneer_rifle1.set,eng,pioneer_rifle1,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""mine antipersonnel"" 31', '""trench_spade"" 1']",0.8,1.0,1.0,n/a,2,2,2,4,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\eng\pioneer_rifle2.set,eng,pioneer_rifle2,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""mine antitank"" 8']",0.8,1.0,1.0,n/a,2,2,2,4,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\eng\pioneer_rifle3.set,eng,pioneer_rifle3,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""grenade satchel"" 2', '""mine antitank"" 2', '""sandbag_kit"" 2', '""trench_spade"" 1']",0.8,1.0,1.0,n/a,2,2,2,4,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\eng\pioneer_rifle4.set,eng,pioneer_rifle4,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""mine antipersonnel"" 7', '""mine_detector"" 1', '""hedgehog_kit"" 1', '""sandbag_kit"" 4']",0.8,1.0,1.0,n/a,2,2,2,4,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\eng\pioneer_rifle5.set,eng,pioneer_rifle5,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""mine antipersonnel"" 7', '""trench_spade"" 3', '""sandbag_kit"" 2']",0.8,1.0,1.0,n/a,2,2,2,4,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\eng\pioneer_sl.set,eng,pioneer_sl,150,vet_4,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""grenade smoke"" 2', '""n77_smoke grenade"" 1', '""grenade n73at"" 1', '""sandbag_kit"" 2']",0.8,1.0,1.0,n/a,3,3,3,4,3,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\eng\radioman.set,eng,radioman,150,radioman,1,100,100,0.9,"['""sten_mk2"" filled', '""flaergun"" filled', '""ammo sten_mag"" 128', '""ammo flaer"" 50', '""bandage"" 3']",0.8,1.0,1.0,n/a,2,3,2,2,1,3,5.0,20.00,1.0
./resource/gamelogic/set/breed/mp\eng\radioman_airstrike.set,eng,radioman_airstrike,150,radioman,1,100,100,0.9,"['""sten_mk2"" filled', '""airstrike_rp3_flaregun"" filled', '""ammo sten_mag"" 128', '""ammo airstrike_rp3_flare"" 5', '""bandage"" 3']",0.8,1.0,1.0,n/a,2,3,2,2,1,3,5.0,20.00,1.0
./resource/gamelogic/set/breed/mp\eng\rifle.set,eng,rifle,150,vet_3,n/a,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 60', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1""', '""sandbag_kit""', '""grenade n73at""', '""n77_smoke grenade"" 0 1']",0.8,1,1,n/a,2,2,2,4,1,4,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\eng\rifle2.set,eng,rifle2,150,vet_2,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,2,2,2,4,1,4,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\eng\rifle2_40.set,eng,rifle2_40,150,vet_3,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,2,2,2,3,1,3,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\eng\rifle3.set,eng,rifle3,150,vet_2,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,2,2,2,3,1,3,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\eng\rifle_40.set,eng,rifle_40,150,vet_3,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,2,2,2,3,1,3,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\eng\rifle_at.set,eng,rifle_at,150,vet_3,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1"" 1', '""grenade n73at"" 1', '""weapon piatrocket"" 0.2 1 filled', '""ammo piatrocket"" 5']",0.8,1.0,1.0,n/a,2,2,2,4,4,4,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\eng\rifle_grenadier.set,eng,rifle_grenadier,150,vet_3,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""em3_mark1"" filled', '""ammo rifle_grenade"" 6 1', '""ammo bren_mag"" 56', '""bandage"" 3', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,2,2,2,4,1,4,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\eng\rifle_scot.set,eng,rifle_scot,150,vet_5,1,100,100,0.9,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1"" 1', '""sandbag_kit"" 1']",0.8,1.0,1.0,n/a,3,3,3,5,2,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\eng\saper.set,eng,saper,150,saper,1,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""mine_detector""', '""dynamite"" 2', '""trench_spade""']",0.8,1.0,1.0,n/a,2,3,2,2,1,3,1.0,1.00,1.0
./resource/gamelogic/set/breed/mp\eng\saper2.set,eng,saper2,150,saper,1,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""mine antitank"" 6', '""hedgehog_kit"" 1', '""dynamite"" 1', '""repair_kit"" 1', '""trench_spade""']",0.8,1.0,1.0,n/a,2,3,2,2,1,3,1.0,1.00,1.0
./resource/gamelogic/set/breed/mp\eng\saper3.set,eng,saper3,150,saper,1,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""mine antipersonnel"" 15', '""barbwire_kit"" 1', '""dynamite"" 1', '""repair_kit"" 1', '""trench_spade""']",0.8,1.0,1.0,n/a,2,3,2,2,1,3,1.0,1.00,1.0
./resource/gamelogic/set/breed/mp\eng\scout.set,eng,scout,350,scout,1,100,300,0.9,"['""welrod"" filled', '""sten_v_silencer"" filled', '""ammo sten_mag"" 128', '""ammo welrod_mag"" 24', '""bandage"" 5', '""grenade mk1"" 4', '""grenade n73at"" 4', '""grenade molotov_coctail"" 2', '""dynamite"" 2', '""knife_union"" 1', '""matchbox"" 1']",1.0,1.0,1.0,n/a,5,5,5,5,5,5,3.0,8.00,2.0
./resource/gamelogic/set/breed/mp\eng\smg.set,eng,smg,150,vet_3,1,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 0 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 0 1']",0.8,1.0,1.0,n/a,2,4,2,2,1,3,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\eng\smg2.set,eng,smg2,150,vet_2,1,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.8,1.0,1.0,n/a,2,4,2,2,1,3,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\eng\smg2_40.set,eng,smg2_40,150,vet_2,1,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.8,1.0,1.0,n/a,2,3,2,2,1,3,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\eng\smg3.set,eng,smg3,150,vet_2,1,100,100,0.9,"['""m50reising"" filled', '""ammo m50reising_mag"" 100', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.8,1.0,1.0,n/a,2,3,2,2,1,3,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\eng\smg_40.set,eng,smg_40,150,vet_2,1,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.8,1.0,1.0,n/a,2,3,2,2,1,3,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\eng\smg_scot.set,eng,smg_scot,150,vet_5,1,100,100,0.9,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.8,1.0,1.0,n/a,3,5,3,3,2,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\eng\sniper.set,eng,sniper,350,sniper,n/a,100,100,1,"['""ammo british303_clip"" 100', '""bandage"" 5', '""plant"" 3', '""em2_vet"" filling ""british303_clip ammo"" 10']",1,1,1,n/a,3,3,3,6,2,4,5.0,8.00,2.0
./resource/gamelogic/set/breed/mp\eng\squadleader.set,eng,squadleader,200,vet_4,1,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 0.25 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.8,1.0,1.0,n/a,4,5,3,4,2,5,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\eng\squadleader2.set,eng,squadleader2,200,vet_3,1,100,100,0.9,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 0.25 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.8,1.0,1.0,n/a,4,5,3,4,2,5,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\eng\squadleader2_40.set,eng,squadleader2_40,200,vet_3,1,100,100,0.9,"['""em3_mark1"" filled', '""ammo rifle_grenade"" 25', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 1']",0.8,1.0,1.0,n/a,3,3,3,4,2,4,0.75,0.75,0.75
